Seed 1: 
(cos (0.19330)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(+(*(x1)(sqrt (cos (cos (sqrt (*(cos (sin (*(/(/(x1)(*(+(+(-(sin (/(x1)(0.13916)))(0.14606))(0.62828))(x1))(x1)))(x1))(x1))))(x1)))))))(x1)) | Numero de nos: 30 | Erro = 434177874853888.0000000000000000000000000  
(0.73547) | Numero de nos: 1 | Erro = 434176499122176.0000000000000000000000000  
(+(cos (sqrt (0.84072)))(x1)) | Numero de nos: 5 | Erro = 434176801112064.0000000000000000000000000  
(+(/(cos (*(/(0.67418)(+(cos (*(/(sin (*(cos (0.81365))(sin (/(-(+(+(x1)(0.06613))(0.05432))(x1))(0.87304)))))(0.42466))(x1)))(x1)))(x1)))(0.43464))(0.97467)) | Numero de nos: 30 | Erro = 434175962251264.0000000000000000000000000  
(0.43397) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(*(sqrt (+(/(+(0.17966)(sqrt (cos (+(-(/(sqrt (sin (-(-(-(0.77987)(sin (cos (*(x1)(x1)))))(0.06623))(x1))))(x1))(x1))(x1)))))(0.45091))(0.05167)))(x1)) | Numero de nos: 30 | Erro = 434177203765248.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(sin (-(-(sin (sqrt (*(sqrt (*(-(-(0.48775)(+(/(*(x1)(+(0.53557)(cos (0.60805))))(+(+(0.56065)(0.79501))(0.23353)))(x1)))(0.58119))(0.65358)))(x1))))(0.01917))(x1))) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(sqrt (cos (sqrt (sqrt (-(+(0.24750)(sqrt (*(sin (sqrt (sin (*(sqrt (x1))(sin (x1))))))(sqrt (sqrt (x1))))))(sin (+(cos (sqrt (cos (x1))))(cos (0.82836))))))))) | Numero de nos: 28 | Erro = 434176364904448.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(*(*(sqrt (x1))(/(-(0.72051)(0.46742))(/(*(-(/(*(sin (+(+(+(+(x1)(cos (0.39662)))(x1))(x1))(x1)))(x1))(0.65709))(0.22773))(x1))(x1))))(x1)) | Numero de nos: 30 | Erro = 434176700448768.0000000000000000000000000  
(/(0.47841)(+(-(cos (x1))(sin (sin (sin (0.21934)))))(*(cos (*(0.00290)(sqrt (/(-(0.50523)(x1))(x1)))))(sin (-(x1)(/(sqrt (*(x1)(x1)))(0.86349))))))) | Numero de nos: 29 | Erro = 434176566231040.0000000000000000000000000  
(sqrt (sin (sqrt (*(-(*(x1)(+(/(/(+(sqrt (sin (*(sin (*(/(sin (cos (x1)))(x1))(x1)))(0.68639))))(sin (x1)))(x1))(0.60610))(0.03696)))(x1))(x1))))) | Numero de nos: 30 | Erro = 434176364904448.0000000000000000000000000  
(/(cos (*(0.55333)(0.47096)))(cos (+(x1)(x1)))) | Numero de nos: 9 | Erro = 434176801112064.0000000000000000000000000  
(*(+(/(0.39024)(0.91552))(-(x1)(x1)))(+(cos (x1))(cos (0.49425)))) | Numero de nos: 13 | Erro = 434176599785472.0000000000000000000000000  
(*(-(/(x1)(0.77090))(cos (x1)))(/(cos (x1))(/(0.93750)(0.23905)))) | Numero de nos: 13 | Erro = 434176767557632.0000000000000000000000000  
(-(sqrt (/(x1)(0.59215)))(cos (sin (0.00696)))) | Numero de nos: 8 | Erro = 434175660261376.0000000000000000000000000  
(/(/(/(x1)(x1))(sqrt (0.03937)))(-(sqrt (x1))(cos (0.25794)))) | Numero de nos: 12 | Erro = 434156903333888.0000000000000000000000000  
(+(/(+(0.41194)(0.55434))(-(x1)(x1)))(sin (cos (0.73354)))) | Numero de nos: 11 | Erro = 434176163577856.0000000000000000000000000  
(-(sqrt (*(x1)(x1)))(sin (/(0.62484)(x1)))) | Numero de nos: 9 | Erro = 434166130802688.0000000000000000000000000  
(/(sqrt (sin (x1)))(+(cos (x1))(*(0.79284)(x1)))) | Numero de nos: 10 | Erro = 434176633339904.0000000000000000000000000  
(-(cos (-(0.85586)(0.23655)))(sqrt (+(x1)(x1)))) | Numero de nos: 9 | Erro = 434177639972864.0000000000000000000000000  
(sqrt (*(cos (0.31928))(sin (0.12058)))) | Numero de nos: 6 | Erro = 434176532676608.0000000000000000000000000  
(*(/(sqrt (x1))(/(0.60759)(0.92184)))(-(sqrt (0.71602))(sin (x1)))) | Numero de nos: 12 | Erro = 434175391825920.0000000000000000000000000  
(/(/(sqrt (0.68587))(sqrt (x1)))(-(cos (x1))(+(0.86416)(0.15864)))) | Numero de nos: 12 | Erro = 434177270874112.0000000000000000000000000  
(cos (sqrt (*(x1)(x1)))) | Numero de nos: 5 | Erro = 434176666894336.0000000000000000000000000  
(/(-(*(x1)(0.58046))(+(x1)(x1)))(sin (/(0.98349)(x1)))) | Numero de nos: 12 | Erro = 434821549522944.0000000000000000000000000  
(-(sin (sqrt (0.03302)))(/(cos (0.72588))(sqrt (0.10822)))) | Numero de nos: 9 | Erro = 434177136656384.0000000000000000000000000  
(-(/(cos (0.43324))(sin (0.44179)))(sqrt (+(0.86608)(x1)))) | Numero de nos: 10 | Erro = 434176968884224.0000000000000000000000000  
(sin (cos (sin (x1)))) | Numero de nos: 4 | Erro = 434176499122176.0000000000000000000000000  
(+(-(/(x1)(0.24641))(sin (0.91974)))(+(+(0.10791)(x1))(-(x1)(x1)))) | Numero de nos: 14 | Erro = 434178646605824.0000000000000000000000000  
(sqrt (+(cos (0.81921))(-(x1)(x1)))) | Numero de nos: 7 | Erro = 434176364904448.0000000000000000000000000  
(-(+(+(0.66118)(x1))(/(0.80367)(0.26536)))(sqrt (-(x1)(x1)))) | Numero de nos: 12 | Erro = 434176029360128.0000000000000000000000000  
(sqrt (sqrt (sqrt (0.17072)))) | Numero de nos: 4 | Erro = 434176398458880.0000000000000000000000000  
(*(*(+(x1)(0.46901))(*(0.50853)(x1)))(sqrt (sqrt (0.19810)))) | Numero de nos: 11 | Erro = 434025067970560.0000000000000000000000000  
(/(cos (sin (x1)))(/(+(x1)(0.96506))(sqrt (x1)))) | Numero de nos: 10 | Erro = 434176633339904.0000000000000000000000000  
(cos (+(sin (x1))(*(x1)(x1)))) | Numero de nos: 7 | Erro = 434176599785472.0000000000000000000000000  
(sin (/(*(x1)(x1))(/(x1)(x1)))) | Numero de nos: 8 | Erro = 434176666894336.0000000000000000000000000  
(+(sqrt (cos (0.66591)))(cos (+(x1)(0.44273)))) | Numero de nos: 8 | Erro = 434176465567744.0000000000000000000000000  
(*(/(sin (x1))(cos (x1)))(+(+(0.71764)(x1))(cos (0.36085)))) | Numero de nos: 12 | Erro = 434189350469632.0000000000000000000000000  
(+(sin (sqrt (x1)))(sqrt (-(0.66195)(0.62691)))) | Numero de nos: 8 | Erro = 434176398458880.0000000000000000000000000  
(*(sin (cos (x1)))(cos (sqrt (x1)))) | Numero de nos: 7 | Erro = 434176666894336.0000000000000000000000000  
(-(+(cos (0.63308))(/(0.81094)(0.16816)))(cos (/(x1)(x1)))) | Numero de nos: 11 | Erro = 434175291162624.0000000000000000000000000  
(*(-(*(0.52901)(x1))(cos (x1)))(-(/(x1)(0.52617))(+(x1)(x1)))) | Numero de nos: 14 | Erro = 434200188551168.0000000000000000000000000  
(*(sin (sqrt (0.22074)))(*(/(x1)(0.32481))(cos (x1)))) | Numero de nos: 10 | Erro = 434177438646272.0000000000000000000000000  
(sqrt (sqrt (-(x1)(x1)))) | Numero de nos: 5 | Erro = 434176633339904.0000000000000000000000000  
(sin (*(-(x1)(0.13410))(/(x1)(x1)))) | Numero de nos: 8 | Erro = 434176599785472.0000000000000000000000000  
(sin (*(*(0.81448)(x1))(+(0.94275)(0.17759)))) | Numero de nos: 8 | Erro = 434176666894336.0000000000000000000000000  
(cos (cos (sin (0.03754)))) | Numero de nos: 4 | Erro = 434176532676608.0000000000000000000000000  
(cos (sin (*(0.25355)(x1)))) | Numero de nos: 5 | Erro = 434176398458880.0000000000000000000000000  
(+(+(cos (0.81170))(*(0.00546)(0.73135)))(/(sqrt (0.12888))(sqrt (x1)))) | Numero de nos: 12 | Erro = 434176432013312.0000000000000000000000000  
(/(*(-(x1)(0.41398))(-(0.47093)(0.55196)))(+(-(0.05280)(x1))(+(x1)(x1)))) | Numero de nos: 15 | Erro = 434176633339904.0000000000000000000000000  
(sqrt (sqrt (*(0.74889)(0.05353)))) | Numero de nos: 5 | Erro = 434176532676608.0000000000000000000000000  
(cos (sin (/(x1)(x1)))) | Numero de nos: 5 | Erro = 434176499122176.0000000000000000000000000  
(-(cos (-(x1)(0.48189)))(cos (sin (x1)))) | Numero de nos: 8 | Erro = 434176801112064.0000000000000000000000000  
(-(sin (cos (0.06299)))(sin (/(x1)(x1)))) | Numero de nos: 8 | Erro = 434176633339904.0000000000000000000000000  
(cos (cos (+(0.80807)(0.36549)))) | Numero de nos: 5 | Erro = 434176364904448.0000000000000000000000000  
(-(-(sqrt (0.50346))(sin (x1)))(*(sqrt (x1))(cos (0.12470)))) | Numero de nos: 11 | Erro = 434177237319680.0000000000000000000000000  
(-(/(/(x1)(0.26148))(-(0.36729)(x1)))(sqrt (+(0.32148)(0.96719)))) | Numero de nos: 12 | Erro = 434177841299456.0000000000000000000000000  
(+(-(cos (0.29936))(/(x1)(0.00842)))(-(*(x1)(x1))(sqrt (x1)))) | Numero de nos: 13 | Erro = 433687409721344.0000000000000000000000000  
(+(+(-(x1)(0.18613))(sqrt (0.62593)))(-(sqrt (x1))(*(x1)(x1)))) | Numero de nos: 13 | Erro = 434622672404480.0000000000000000000000000  
(*(cos (sqrt (0.29728)))(cos (-(0.97104)(0.12305)))) | Numero de nos: 8 | Erro = 434176532676608.0000000000000000000000000  
(/(-(-(0.27488)(0.23966))(/(x1)(x1)))(*(+(0.58302)(x1))(cos (x1)))) | Numero de nos: 14 | Erro = 434176633339904.0000000000000000000000000  

POPULACAO FINAL 
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(/(+(cos (cos (sin (0.03916))))(cos (sin (sin (sin (x1))))))(0.03916))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 233652336.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(+(x1)(cos (x1))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 28 | Erro = 83514.0937500000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(*(-(cos (cos (sin (x1))))(0.79992))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 99404.9765625000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(+(0.56682)(0.05219))(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(0.49898))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 434566200295424.0000000000000000000000000  
(*(*(x1)(*(+(/(+(/(+(/(+(x1)(cos (x1)))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 22 | Erro = 148.7294616699218700000000000  
(*(*(x1)(*(*(cos (*(cos (0.32572))(*(x1)(*(sqrt (0.39531))(sqrt (*(sin (*(*(0.31861)(x1))(0.77785)))(/(*(x1)(0.46400))(x1))))))))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 760416980434944.0000000000000000000000000  
(*(*(x1)(*(/(*(+(x1)(x1))(x1))(x1))(x1)))(0.56377)) | Numero de nos: 13 | Erro = 435718929252352.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(0.02780))(x1))(/(sin (+(0.13453)(0.33549)))(0.55214)))(x1))(x1))(x1))(x1))(0.88946))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 434947915513856.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(sin (cos (-(sin (-(+(sin (x1))(sqrt (x1)))(0.23331)))(x1))))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 125287264.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(/(+(sqrt (sqrt (0.60109)))(cos (sin (sin (sin (x1))))))(0.03916))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 291803872.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(/(+(sqrt (sqrt (0.60109)))(cos (sin (sin (sin (0.03916))))))(0.03916))(x1))(x1))(0.03916))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 297993695808978940.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (x1))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 10.2798538208007810000000000  
(*(*(-(/(sin (0.34187))(x1))(-(/(sqrt (x1))(+(+(*(+(x1)(cos (+(/(x1)(0.25956))(*(x1)(x1)))))(0.25449))(0.72787))(x1)))(0.71685)))(0.12308))(0.03916)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(sin (cos (+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 124909632.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(-(sin (-(cos (sqrt (x1)))(0.09540)))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 26 | Erro = 499191072.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (x1))))(sin (sqrt (0.53145))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 281486656.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (x1))))(0.03916))(x1))(x1))(+(0.49809)(0.84411)))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 325962268672.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(0.03916)(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 23 | Erro = 83377.1875000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(+(x1)(cos (x1))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 28 | Erro = 83514.0937500000000000000000000  
(*(*(x1)(*(/(*(+(/(+(sqrt (*(/(sqrt (+(+(sqrt (sin (x1)))(x1))(sqrt (0.40715))))(x1))(0.16245)))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 44444576.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(sqrt (sqrt (0.79214))))(0.30052))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 807857920.0000000000000000000000000  
(*(*(x1)(+(/(+(/(+(/(+(x1)(cos (-(sin (-(+(sin (x1))(sqrt (x1)))(0.23331)))(x1))))(x1))(x1))(x1))(x1))(x1))(x1)))(0.48033)) | Numero de nos: 29 | Erro = 433962220519424.0000000000000000000000000  
(0.99994) | Numero de nos: 1 | Erro = 434176364904448.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(/(+(x1)(cos (cos (*(-(cos (x1))(0.85232))(x1)))))(0.03916))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 75243167744.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(-(x1)(x1)))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 125083288.0000000000000000000000000  
(*(*(x1)(*(+(/(+(sqrt (0.16309))(0.45961))(+(/(+(cos (x1))(x1))(x1))(0.54714)))(-(*(sqrt (-(sqrt (0.43696))(0.46913)))(x1))(x1)))(x1)))(x1)) | Numero de nos: 29 | Erro = 1061069992755200.0000000000000000000000000  
(sin (sin (+(/(x1)(*(*(-(+(+(*(-(sqrt (*(0.74758)(cos (*(cos (x1))(x1)))))(0.97720))(sqrt (0.98544)))(x1))(x1))(x1))(x1))(x1)))(sin (x1))))) | Numero de nos: 30 | Erro = 434176666894336.0000000000000000000000000  
(*(*(x1)(*(/(*(+(sqrt (*(x1)(0.62053)))(x1))(x1))(+(x1)(sin (+(x1)(sin (sin (0.98013)))))))(x1)))(x1)) | Numero de nos: 23 | Erro = 2091866783744.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (sin (x1)))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(cos (sin (0.77871)))) | Numero de nos: 30 | Erro = 434817522991104.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(/(-(/(x1)(+(sqrt (cos (cos (/(0.02973)(sqrt (x1))))))(0.42296)))(x1))(x1))(0.72887))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 314803486720.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(/(-(/(x1)(+(sqrt (cos (cos (/(x1)(sqrt (x1))))))(0.42296)))(x1))(0.30808))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 613831213056.0000000000000000000000000  
(*(*(x1)(*(+(sin (sqrt (0.57204)))(sin (/(+(/(sqrt (+(cos (0.87963))(0.26243)))(x1))(-(cos (+(0.39488)(sin (0.74291))))(+(x1)(x1))))(x1))))(x1)))(x1)) | Numero de nos: 30 | Erro = 434027651661824.0000000000000000000000000  
(*(/(sqrt (sin (/(0.77340)(x1))))(sqrt (cos (-(*(/(0.16541)(/(0.69292)(sqrt (sqrt (x1)))))(cos (/(sqrt (-(0.02368)(cos (sqrt (x1)))))(x1))))(x1)))))(x1)) | Numero de nos: 29 | Erro = 434182908018688.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(sqrt (sqrt (x1)))) | Numero de nos: 29 | Erro = 420851732185088.0000000000000000000000000  
(*(/(x1)(cos (*(+(sqrt (sin (*(-(/(/(+(*(+(/(x1)(sqrt (sin (x1))))(x1))(x1))(x1))(x1))(0.15305))(x1))(0.29344))))(x1))(0.73080))))(x1)) | Numero de nos: 30 | Erro = 434923454332928.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(sqrt (sqrt (-(-(/(0.44365)(x1))(0.29127))(x1))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 96003.6718750000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(x1)(sqrt (/(+(x1)(cos (+(+(x1)(0.11383))(x1))))(x1))))(x1))(0.76839))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 2953017917702144.0000000000000000000000000  
(*(*(x1)(*(/(*(+(cos (/(*(sin (0.13358))(cos (0.29356)))(+(x1)(sqrt (x1)))))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 23 | Erro = 125076816.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(+(0.66243)(0.54073))(cos (sin (0.03916))))(x1))(0.22712))(0.43788))(x1))(0.03916))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 284778923252776960.0000000000000000000000000  
(*(*(x1)(*(/(/(/(sqrt (cos (-(/(+(-(sin (0.03589))(x1))(x1))(x1))(0.23188))))(x1))(0.35160))(x1))(cos (sin (0.03916)))))(x1)) | Numero de nos: 26 | Erro = 434175962251264.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(sqrt (sqrt (0.79214))))(x1))(x1))(x1))(x1))(x1))(cos (0.08710))))(x1)) | Numero de nos: 30 | Erro = 434593043841024.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.86624))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 9.3406133651733398000000000  
(/(*(sqrt (/(x1)(0.79650)))(-(cos (x1))(sin (sqrt (*(x1)(+(sin (x1))(sqrt (x1))))))))(0.03916)) | Numero de nos: 19 | Erro = 434173714104320.0000000000000000000000000  
(*(*(/(*(+(/(+(cos (cos (x1)))(x1))(x1))(x1))(sqrt (cos (sqrt (cos (x1))))))(x1))(x1))(x1)) | Numero de nos: 21 | Erro = 433825385545728.0000000000000000000000000  
(*(*(sin (sqrt (-(/(x1)(0.18598))(*(cos (*(sqrt (*(x1)(/(sin (/(sqrt (sqrt (sin (/(x1)(cos (x1))))))(0.27277)))(x1))))(x1)))(0.80950)))))(x1))(0.82089)) | Numero de nos: 30 | Erro = 434179418357760.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(sqrt (+(x1)(0.53636))))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 199571210240.0000000000000000000000000  
(*(*(x1)(+(sqrt (-(cos (cos (*(-(/(cos (+(-(/(cos (/(/(x1)(x1))(0.85641)))(0.44441))(x1))(0.52040)))(x1))(x1))(x1))))(x1)))(0.12482)))(x1)) | Numero de nos: 30 | Erro = 432347346370560.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (0.58339)))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 26 | Erro = 4.4425044059753418000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(0.03916)(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 23 | Erro = 83377.1875000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(cos (sin (0.03916)))(*(/(*(+(0.80254)(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 15 | Erro = 435156154318848.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(-(+(x1)(0.96585))(cos (0.34251)))) | Numero de nos: 30 | Erro = 134008656.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (x1)))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 26 | Erro = 148.7294616699218700000000000  
(*(*(x1)(*(/(*(+(/(+(/(x1)(sqrt (/(+(x1)(cos (+(+(x1)(0.11383))(x1))))(x1))))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 29 | Erro = 224335151104.0000000000000000000000000  
(*(*(x1)(*(/(*(-(sqrt (+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1)))(0.75909))(x1))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 385572870815744.0000000000000000000000000  
(*(*(x1)(*(/(*(0.09336)(x1))(x1))(x1)))(x1)) | Numero de nos: 11 | Erro = 434282732453888.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(cos (sin (0.03916))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 1.5185120105743408000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(x1)(+(x1)(cos (x1))))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 28 | Erro = 83514.0937500000000000000000000  
(*(*(x1)(*(/(*(+(/(+(/(+(/(+(sin (cos (0.02539)))(x1))(x1))(x1))(x1))(x1))(0.24647))(x1))(x1))(x1))(x1)))(x1)) | Numero de nos: 27 | Erro = 7150327589502976.0000000000000000000000000  
(*(*(x1)(*(/(*(+(/(+(0.85931)(x1))(x1))(x1))(x1))(x1))(x1)))(sin (0.03916))) | Numero de nos: 18 | Erro = 434203141341184.0000000000000000000000000  
(/(x1)(/(0.24628)(*(x1)(sqrt (*(-(cos (-(+(-(x1)(*(sin (/(0.58504)(0.32182)))(-(*(x1)(-(0.93078)(0.84732)))(0.34895))))(0.18076))(x1)))(0.71248))(0.97204)))))) | Numero de nos: 30 | Erro = 432365230882816.0000000000000000000000000  
(*(*(x1)(*(/(0.31788)(x1))(x1)))(x1)) | Numero de nos: 9 | Erro = 434034597429248.0000000000000000000000000  
(/(*(sqrt (x1))(-(cos (x1))(sin (sqrt (*(x1)(+(sin (x1))(sqrt (x1))))))))(0.86624)) | Numero de nos: 17 | Erro = 434176364904448.0000000000000000000000000  
