Seed 1: 
(cos (0.19330)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(cos (sqrt (/(-(/(/(cos (x1))(-(sqrt (/(x1)(sin (*(cos (x1))(0.15729)))))(-(cos (-(/(/(x1)(x1))(0.66369))(x1)))(x1))))(0.53978))(0.13507))(x1)))) | Numero de nos: 30 | Erro = 434176432013312.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (+(0.99399)(x1)))))(0.11319))(x1)))(x1))(0.10947))(0.75405))(x1))) | Numero de nos: 22 | Erro = 27759468850708480.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(0.99399))(0.99399)))(0.65975)))(x1))(0.10947))(x1))(x1))) | Numero de nos: 30 | Erro = 5464673746944.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(+(-(cos (0.31437))(0.74181))(x1))(-(*(sqrt (sin (cos (0.75405))))(x1))(x1)))(cos (0.10352))))(x1))(0.96499))(x1))(x1))) | Numero de nos: 30 | Erro = 12260358488064.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (+(x1)(x1))))))(-(*(sqrt (sin (cos (0.91568))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(0.19535))) | Numero de nos: 30 | Erro = 434306254110720.0000000000000000000000000  
(*(x1)(*(-(-(*(cos (-(+(+(sin (sqrt (cos (/(0.39778)(/(*(sin (cos (0.40965)))(0.63198))(0.26743))))))(0.78094))(0.36921))(x1)))(x1))(0.10947))(sin (x1)))(x1))) | Numero de nos: 30 | Erro = 436319083823104.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.00098)))))))(-(*(sin (cos (0.75405)))(x1))(x1)))(0.75405)))(x1))(0.10947))(0.19758))(x1))) | Numero de nos: 29 | Erro = 223059787776.0000000000000000000000000  
(*(0.99399)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 435062503899136.0000000000000000000000000  
(*(x1)(*(+(+(x1)(sin (cos (cos (/(sqrt (cos (-(0.62520)(+(sin (cos (*(/(sqrt (sqrt (0.01337)))(sin (0.98978)))(x1))))(sin (0.24879))))))(x1))))))(x1))(x1))) | Numero de nos: 30 | Erro = 437071978168320.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (+(0.81433)(0.00638)))))(-(*(sqrt (sin (cos (x1))))(0.99292))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 29 | Erro = 124000089038624130000.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.00098)))))))(-(*(+(x1)(x1))(x1))(0.99399)))(x1)))(x1))(0.30998))(0.10947))(x1))) | Numero de nos: 29 | Erro = 223277891584.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (x1))))))(-(*(sqrt (-(0.95138)(x1)))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 29 | Erro = 93828530176.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.10947))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 2635268352.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (+(x1)(sin (0.54811)))))))(-(*(+(x1)(x1))(x1))(0.99399)))(0.75405)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 223125766144.0000000000000000000000000  
(*(0.54613)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.66121)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 434606331396096.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (+(x1)(0.94198)))(x1))(0.99399)))(0.65975)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 225624358912.0000000000000000000000000  
(*(x1)(sqrt (/(x1)(x1)))) | Numero de nos: 6 | Erro = 434176901775360.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (-(x1)(x1)))(x1))(0.99399)))(x1)))(x1))(x1))(0.10947))(x1))) | Numero de nos: 30 | Erro = 291897251725312.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.00098)))))))(-(+(sqrt (-(0.70772)(0.77529)))(0.83932))(0.99399)))(x1)))(x1))(0.10947))(x1))(x1))) | Numero de nos: 30 | Erro = 437711324315648.0000000000000000000000000  
(*(x1)(*(-(-(*(/(0.83767)(-(sin (0.11524))(0.81979)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 16 | Erro = 433263818571776.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sqrt (0.02155))))))(-(*(sqrt (sin (cos (x1))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 29 | Erro = 25308631040.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(0.75405)))(x1))(0.10947))(x1))(x1))) | Numero de nos: 30 | Erro = 893718233088.0000000000000000000000000  
(*(x1)(*(-(-(*(+(0.10947)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 435243093852160.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(x1))(0.10947))(x1))) | Numero de nos: 30 | Erro = 223580389376.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 3657.7500000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (-(0.95138)(x1)))(x1))(0.99399)))(x1)))(x1))(x1))(0.10947))(x1))) | Numero de nos: 30 | Erro = 558113423360.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(x1))(0.10947))(x1))) | Numero de nos: 30 | Erro = 223580389376.0000000000000000000000000  
(*(x1)(*(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(0.10947)))(x1))(0.10947))(x1))) | Numero de nos: 28 | Erro = 223243354112.0000000000000000000000000  
(*(x1)(*(-(-(-(*(+(x1)(*(/(*(sqrt (sin (x1)))(x1))(-(*(sqrt (sin (cos (0.75405))))(x1))(x1)))(0.10947)))(x1))(0.10947))(0.10947))(0.08350))(x1))) | Numero de nos: 30 | Erro = 512727810048.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.34107)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 80229248.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(+(cos (0.05387))(x1))(x1))(0.99399)))(x1)))(x1))(x1))(0.99399))(x1))) | Numero de nos: 30 | Erro = 893717315584.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 3657.7500000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (0.99399))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(sin (0.56996)))(x1))) | Numero de nos: 30 | Erro = 293124000.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(0.65975)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 223265669120.0000000000000000000000000  
(*(x1)(*(-(-(*(+(0.10947)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 435243093852160.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(x1))(0.10947))(x1))) | Numero de nos: 30 | Erro = 223580389376.0000000000000000000000000  
(*(0.99399)(*(x1)(x1))) | Numero de nos: 5 | Erro = 433732674650112.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (+(0.78924)(0.64779))))))(-(*(sqrt (sqrt (0.83230)))(x1))(cos (0.24839))))(x1)))(x1))(0.10947))(x1))(x1))) | Numero de nos: 30 | Erro = 252043427840.0000000000000000000000000  
(*(x1)(*(-(-(*(+(0.95807)(*(/(sqrt (sqrt (/(+(*(x1)(0.95770))(0.84719))(0.63823))))(-(*(sqrt (0.99399))(x1))(0.75405)))(x1)))(0.02216))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 434246023905280.0000000000000000000000000  
(*(cos (-(0.75231)(sin (cos (cos (x1))))))(*(0.80471)(-(sqrt (cos (x1)))(sin (x1))))) | Numero de nos: 16 | Erro = 434176398458880.0000000000000000000000000  
(*(x1)(*(-(-(*(+(0.13233)(*(/(sqrt (sin (sin (sqrt (sin (sqrt (sin (*(/(x1)(x1))(x1)))))))))(-(x1)(0.99399)))(x1)))(x1))(0.99399))(0.10947))(x1))) | Numero de nos: 30 | Erro = 435743793086464.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(+(-(cos (0.31437))(0.74181))(0.55635))(-(*(sqrt (sin (cos (0.75405))))(x1))(x1)))(cos (0.10352))))(x1))(0.10947))(x1))(x1))) | Numero de nos: 30 | Erro = 891491975168.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.91568))))(0.10947))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 348183033020416.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.10947))))(x1))(0.99399)))(x1)))(x1))(0.10947))(x1))(x1))) | Numero de nos: 30 | Erro = 274700746752.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.10947))))(x1))(0.99399)))(x1)))(x1))(0.10947))(x1))(x1))) | Numero de nos: 30 | Erro = 274700746752.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (+(0.99399)(x1)))))(-(*(sqrt (sin (cos (0.75405))))(0.10947))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 29 | Erro = 432948876673024.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.66121)))))))(-(*(sin (x1))(+(x1)(0.74715)))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 419587099197440.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (+(0.81433)(0.00638)))))(-(*(+(0.80068)(cos (0.50774)))(x1))(0.99399)))(cos (0.23801))))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 223310151680.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(x1)(x1))(0.99399)))(x1)))(x1))(x1))(0.99399))(x1))) | Numero de nos: 27 | Erro = 893308502016.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (x1)))))))(-(x1)(0.22907)))(x1)))(+(cos (0.05387))(x1)))(0.10947))(cos (0.75405)))(x1))) | Numero de nos: 29 | Erro = 151065919488.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (0.99399))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(sin (0.56996)))(x1))) | Numero de nos: 30 | Erro = 293124000.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 3657.7500000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (-(x1)(x1)))(x1))(0.99399)))(x1)))(x1))(x1))(0.10947))(x1))) | Numero de nos: 30 | Erro = 291897251725312.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.66121)))))))(-(*(sqrt (sin (cos (0.75405))))(0.95138))(0.99399)))(x1)))(x1))(0.10947))(0.72118))(x1))) | Numero de nos: 30 | Erro = 6239449314754560.0000000000000000000000000  
(*(x1)(*(sqrt (sin (sqrt (+(cos (sin (+(+(0.65499)(+(sin (sin (sin (-(sin (sin (sqrt (sin (x1)))))(-(x1)(0.99249))))))(cos (0.04620))))(x1))))(x1)))))(x1))) | Numero de nos: 30 | Erro = 433808306339840.0000000000000000000000000  
(*(x1)(*(-(*(+(x1)(*(/(sqrt (0.32401))(-(*(sqrt (sin (cos (0.75405))))(0.55275))(0.99399)))(x1)))(x1))(0.10947))(x1))) | Numero de nos: 23 | Erro = 477435644608512.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.10947))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 2635268352.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.99399)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.75405))(0.10947))(x1))) | Numero de nos: 30 | Erro = 411372800.0000000000000000000000000  
(*(x1)(*(sqrt (x1))(x1))) | Numero de nos: 6 | Erro = 432547733438464.0000000000000000000000000  
(*(x1)(*(-(-(*(/(sqrt (-(sin (sin (sqrt (+(+(sqrt (x1))(0.23310))(/(/(sqrt (0.96118))(x1))(sin (0.70287)))))))(x1)))(x1))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 432499817709568.0000000000000000000000000  
(0.53819) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(*(x1)(*(-(-(*(+(sqrt (x1))(*(/(sqrt (sin (sin (+(0.81433)(0.00638)))))(-(*(sqrt (sin (cos (x1))))(0.81433))(x1)))(x1)))(x1))(x1))(0.10947))(x1))) | Numero de nos: 30 | Erro = 384207943630848.0000000000000000000000000  
(*(x1)(*(-(/(sqrt (-(-(*(0.50221)(sin (sin (sqrt (*(cos (-(sqrt (cos (0.59615)))(cos (cos (0.50618)))))(*(0.34559)(0.57836)))))))(0.29661))(0.79260)))(x1))(x1))(x1))) | Numero de nos: 30 | Erro = 433284387438592.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (x1)))))))(-(*(x1)(0.57076))(0.99399)))(0.75405)))(x1))(0.10947))(0.75405))(x1))) | Numero de nos: 27 | Erro = 222910136320.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (-(0.95138)(x1)))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 90420486144.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(/(sqrt (*(*(+(sin (-(cos (x1))(sin (/(0.44752)(0.55718)))))(x1))(0.32719))(0.50212)))(x1)))(x1))(x1))(sin (0.56996)))(x1))) | Numero de nos: 30 | Erro = 878189543424.0000000000000000000000000  
(*(x1)(*(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (x1)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(x1))) | Numero de nos: 28 | Erro = 1275902464.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(*(x1)(+(/(sqrt (0.34730))(x1))(0.75405))))(0.65294)))(0.75405))(x1))(x1))(x1))) | Numero de nos: 30 | Erro = 433133560266752.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 3657.7500000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.10947)))))))(+(x1)(cos (-(x1)(sqrt (0.38273))))))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 29 | Erro = 5419981824.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(+(x1)(cos (-(x1)(sqrt (0.38273)))))(-(*(sqrt (sin (cos (0.10947))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 515469761052672.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.10947)))))))(sqrt (sin (sin (sqrt (sin (cos (0.75405))))))))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 29 | Erro = 466822881083392.0000000000000000000000000  
(*(x1)(*(-(-(*(+(x1)(*(/(+(-(0.64779)(0.74181))(x1))(-(*(0.44728)(x1))(0.99399)))(cos (0.10352))))(x1))(0.10947))(x1))(x1))) | Numero de nos: 26 | Erro = 12874480640.0000000000000000000000000  
(*(x1)(*(sqrt (*(sin (x1))(sin (sqrt (sqrt (/(-(x1)(sqrt (sin (sqrt (0.47868)))))(x1)))))))(/(0.94427)(x1)))) | Numero de nos: 21 | Erro = 434176398458880.0000000000000000000000000  

MELHOR: (*(x1)(*(-(-(*(+(x1)(*(/(sqrt (sin (sin (sqrt (sin (cos (0.75405)))))))(-(*(sqrt (sin (cos (0.75405))))(x1))(0.99399)))(x1)))(x1))(0.10947))(0.10947))(x1))) | Numero de nos: 30 | Erro = 3657.7500000000000000000000000  

Seed 11: 
(*(+(sin (/(0.67821)(sqrt (sin (cos (x1))))))(cos (-(/(+(cos (sqrt (sin (0.70601))))(/(/(*(-(x1)(cos (0.65139)))(x1))(x1))(x1)))(0.41069))(0.91729))))(x1)) | Numero de nos: 30 | Erro = 434176465567744.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(/(sqrt (sqrt (cos (sqrt (cos (+(cos (x1))(sin (-(+(0.28370)(/(*(*(/(/(/(+(0.28196)(x1))(0.75851))(x1))(x1))(x1))(x1))(0.37791)))(0.27561)))))))))(0.22312)) | Numero de nos: 30 | Erro = 434175492489216.0000000000000000000000000  
(sqrt (cos (0.75390))) | Numero de nos: 3 | Erro = 434176364904448.0000000000000000000000000  
(*(-(0.37803)(x1))(0.96963)) | Numero de nos: 5 | Erro = 434176130023424.0000000000000000000000000  
(/(x1)(cos (*(0.71096)(x1)))) | Numero de nos: 6 | Erro = 434174720737280.0000000000000000000000000  
(-(sqrt (cos (0.35142)))(*(0.60701)(sin (sqrt (/(sin (sin (sqrt (-(cos (-(*(/(+(cos (sqrt (+(cos (x1))(0.62084))))(x1))(x1))(x1))(0.69738)))(x1)))))(0.91470)))))) | Numero de nos: 30 | Erro = 434176499122176.0000000000000000000000000  
(cos (*(x1)(sin (/(+(*(0.69643)(x1))(cos (cos (sin (cos (/(*(-(sin (/(cos (sin (cos (+(cos (0.67934))(x1)))))(0.57863)))(x1))(0.30122))(x1)))))))(x1))))) | Numero de nos: 30 | Erro = 434176499122176.0000000000000000000000000  
(-(cos (-(x1)(+(/(-(0.03104)(cos (*(-(cos (*(0.67208)(/(0.02213)(sin (+(sin (*(sqrt (x1))(0.99057)))(sin (x1)))))))(x1))(x1))))(x1))(0.53954))))(x1)) | Numero de nos: 30 | Erro = 434176197132288.0000000000000000000000000  
(-(0.71337)(cos (/(*(+(x1)(0.73449))(x1))(x1)))) | Numero de nos: 10 | Erro = 434176465567744.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(0.47056) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(+(x1)(/(sqrt (+(/(x1)(sqrt (/(x1)(cos (x1)))))(0.62306)))(x1))) | Numero de nos: 14 | Erro = 434176935329792.0000000000000000000000000  
(+(x1)(cos (cos (*(cos (sin (0.22419)))(*(0.78997)(sin (+(sqrt (+(-(cos (sqrt (/(sin (-(+(0.42192)(-(0.44511)(x1)))(x1)))(0.42500))))(x1))(x1)))(0.64666)))))))) | Numero de nos: 30 | Erro = 434176767557632.0000000000000000000000000  
(sqrt (sin (-(/(*(cos (*(0.95325)(cos (*(0.33006)(cos (x1))))))(0.45936))(/(0.93814)(0.15421)))(-(0.36671)(*(+(x1)(*(/(0.36784)(cos (x1)))(0.08087)))(x1)))))) | Numero de nos: 29 | Erro = 434176364904448.0000000000000000000000000  
(+(0.85800)(0.06363)) | Numero de nos: 3 | Erro = 434176364904448.0000000000000000000000000  
(/(cos (*(sqrt (/(x1)(-(*(*(/(*(x1)(x1))(+(/(cos (x1))(sin (cos (sqrt (cos (0.46043))))))(sqrt (0.81655))))(sqrt (0.70131)))(0.44462))(x1))))(x1)))(0.00259)) | Numero de nos: 30 | Erro = 434181498732544.0000000000000000000000000  
(cos (/(*(x1)(+(0.45109)(x1)))(sqrt (cos (sin (*(sqrt (sqrt (sqrt (x1))))(*(0.44624)(-(-(0.64946)(+(x1)(sqrt (sin (/(sin (x1))(x1))))))(0.01932))))))))) | Numero de nos: 29 | Erro = 434176666894336.0000000000000000000000000  
(*(+(+(+(sin (*(sqrt (cos (/(sqrt (cos (x1)))(cos (*(/(sqrt (-(/(sin (x1))(cos (0.79357)))(x1)))(0.82089))(x1))))))(x1)))(0.05399))(x1))(0.71789))(x1)) | Numero de nos: 30 | Erro = 433731768680448.0000000000000000000000000  
(sqrt (x1)) | Numero de nos: 2 | Erro = 434175693815808.0000000000000000000000000  
(/(+(0.47908)(-(*(sin (cos (-(x1)(-(*(/(-(sqrt (sqrt (+(sqrt (sin (sin (-(0.95172)(0.62719)))))(x1))))(x1))(x1))(0.34742))(0.06717)))))(0.01306))(0.18516)))(x1)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(0.13767) | Numero de nos: 1 | Erro = 434176599785472.0000000000000000000000000  
(sqrt (0.88742)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(0.19593) | Numero de nos: 1 | Erro = 434176599785472.0000000000000000000000000  
(sqrt (*(-(/(x1)(sin (0.75912)))(*(sin (sqrt (0.88296)))(/(cos (sqrt (*(+(*(x1)(sqrt (x1)))(-(0.44984)(cos (-(x1)(0.38316)))))(x1))))(0.11927))))(x1))) | Numero de nos: 29 | Erro = 434164016873472.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(-(-(cos (/(0.77563)(sqrt (sqrt (+(+(*(0.95529)(+(sin (sin (cos (sqrt (-(cos (0.09058))(-(/(x1)(sin (x1)))(x1)))))))(0.13370)))(x1))(0.10981))))))(0.48592))(x1)) | Numero de nos: 30 | Erro = 434176096468992.0000000000000000000000000  
(cos (cos (sqrt (/(-(/(0.04105)(-(+(0.14524)(0.86062))(-(x1)(/(*(cos (sqrt (cos (sqrt (-(sin (0.93301))(-(cos (0.61412))(0.16163)))))))(x1))(x1)))))(x1))(x1))))) | Numero de nos: 30 | Erro = 434176364904448.0000000000000000000000000  
(/(/(cos (-(0.04306)(/(*(sqrt (-(0.56963)(+(cos (0.49104))(/(-(/(/(-(-(x1)(0.90921))(x1))(x1))(x1))(x1))(x1)))))(0.29740))(x1))))(0.70537))(x1)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(cos (cos (*(-(0.63201)(/(sqrt (*(+(-(*(sin (cos (cos (x1))))(cos (x1)))(sqrt (-(sqrt (x1))(+(cos (0.45665))(sqrt (0.44914))))))(0.39302))(0.39531)))(0.62932)))(0.37944)))) | Numero de nos: 30 | Erro = 434176532676608.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(0.66082) | Numero de nos: 1 | Erro = 434176499122176.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(-(-(/(0.17652)(sin (x1)))(*(/(-(sqrt (x1))(cos (+(cos (+(*(-(x1)(x1))(+(sqrt (/(x1)(0.60955)))(0.60543)))(0.19553)))(x1))))(0.77895))(0.14930)))(0.00763)) | Numero de nos: 30 | Erro = 434176801112064.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(/(cos (sin (sin (sin (x1)))))(sqrt (+(cos (cos (-(sin (*(-(cos (sin (/(sqrt (/(+(0.59242)(*(0.18339)(0.51274)))(0.75848)))(x1))))(x1))(0.47047)))(x1))))(x1)))) | Numero de nos: 30 | Erro = 434176499122176.0000000000000000000000000  
(+(sqrt (x1))(0.04080)) | Numero de nos: 4 | Erro = 434175693815808.0000000000000000000000000  
